421,5973,86,2012-06-03,0
422,5664,46,2018-08-05,1
423,4731,67,2013-11-03,0
424,6778,82,2017-02-05,1
425,4867,78,2017-02-26,0
426,101,90,2015-04-26,1
427,8141,97,2016-05-22,0
428,5642,53,2012-01-08,1
429,2205,92,2012-01-01,0
430,7751,64,2013-12-01,0
431,4885,32,2016-10-09,0
432,3869,20,2017-08-06,1
433,9203,51,2013-11-17,1
434,1425,43,2018-01-07,0
435,9264,61,2017-07-30,1
436,8748,33,2017-10-29,0
437,4208,96,2015-06-28,1
438,2765,32,2015-11-22,1
439,5898,61,2018-12-23,0
440,4817,87,2015-10-18,1
441,1650,29,2015-02-08,0
442,9857,14,2013-01-06,1
443,7532,4,2013-12-22,1
444,2230,38,2014-03-02,0
445,4250,92,2018-04-01,0
446,3840,96,2016-07-10,0
447,5375,33,2018-02-04,0
448,1597,41,2018-06-17,1
449,2213,27,2012-02-12,0
450,5636,64,2017-11-05,0
451,884,93,2013-09-29,0
452,4849,95,2013-02-03,0
453,3020,22,2013-03-10,0
454,7418,93,2014-07-13,0
455,1950,3,2012-10-07,1
456,444,52,2013-06-02,0
457,9782,95,2016-02-07,1
458,5854,1,2017-11-26,1
459,9291,98,2019-03-03,0
460,6363,79,2018-12-30,1
461,3585,2,2016-09-18,1
462,2597,75,2014-07-20,1
463,6282,41,2012-08-05,0
464,7276,89,2016-05-29,1
465,4638,69,2015-03-08,1
466,7786,46,2014-10-12,0
467,6058,89,2014-10-26,1
468,1541,97,2014-07-20,1
469,9902,75,2013-04-14,1
470,8719,29,2012-09-02,0
471,7857,5,2017-10-29,0
472,9990,98,2017-12-10,1
473,7508,11,2014-03-16,0
474,509,57,2016-07-24,1
475,9098,2,2017-04-09,0
476,9469,8,2016-02-07,1
477,8451,3,2013-05-12,1
478,1970,72,2012-08-19,1
479,548,26,2013-04-14,1
480,830,32,2018-09-09,0
481,693,75,2017-02-26,0
482,5679,11,2017-08-27,0
483,3991,23,2012-12-23,1
484,7719,7,2012-12-09,1
485,1489,39,2018-09-09,1
486,930,62,2019-03-10,1
487,3796,12,2012-04-15,0
488,5331,94,2016-01-24,1
489,8982,29,2015-06-28,1
490,6961,32,2018-10-28,1
491,3422,62,2013-05-05,0
492,1852,66,2019-03-03,0
493,5100,49,2017-11-26,1
494,95,84,2019-01-27,1
495,454,67,2015-07-12,0
496,348,2,2013-05-26,0
497,5574,30,2015-08-02,0
498,3616,96,2016-05-29,0
499,8725,86,2018-01-28,0
500,8919,81,2012-01-01,1
501,661,19,2015-06-21,0
502,5382,34,2018-02-04,0
503,1704,39,2016-07-17,0
504,4208,28,2015-12-13,0
505,8020,59,2014-04-13,1
506,9307,57,2012-08-19,0
507,5091,70,2012-05-06,0
508,2236,24,2015-04-12,0
509,259,62,2015-10-25,0
510,2323,48,2013-05-26,1
511,8441,53,2016-02-14,0
512,2472,51,2016-11-13,1
513,5434,37,2014-03-16,0
514,4035,45,2013-11-10,0
515,6645,37,2013-12-29,0
516,9873,31,2013-08-18,1
517,9658,59,2015-05-10,1
518,3305,70,2014-07-20,1
519,428,35,2018-09-09,0
520,2181,72,2019-03-10,0
521,5934,38,2014-04-06,1
522,697,31,2017-08-13,0
523,3818,73,2017-02-19,0
524,8024,39,2012-12-23,0
525,4004,55,2018-01-14,1
526,9121,69,2018-02-04,1
527,9427,100,2012-06-10,1
528,7190,30,2012-03-18,1
529,143,79,2012-07-08,0
530,4495,49,2017-03-12,0
531,4340,23,2014-11-23,0
532,9096,96,2017-01-01,1
533,1290,1,2018-10-21,0
534,9157,19,2016-04-10,1
535,1060,69,2016-02-28,1
536,8081,14,2018-10-28,0
537,5541,94,2016-11-13,0
538,6453,70,2017-05-28,0
539,7491,44,2016-01-10,0
540,5975,0,2017-12-24,1
541,7249,52,2013-05-26,0
542,9033,68,2019-02-24,0
543,3849,79,2018-03-25,1
544,83,32,2016-12-25,1
545,9293,33,2017-01-01,0
546,2865,99,2014-05-25,0
547,1595,5,2016-10-16,0
548,6108,81,2017-07-02,0
549,9025,10,2018-09-30,1
550,5283,60,2015-11-08,1
551,3337,90,2013-08-18,0
552,2675,33,2014-10-12,0
553,4411,73,2016-03-20,0
554,6400,26,2015-02-22,1
555,9054,95,2012-04-08,0
556,1503,76,2016-02-07,0
557,9935,43,2016-01-24,1
558,3185,98,2014-11-02,1
559,6157,64,2015-08-30,1
560,179,89,2018-04-08,1
561,3875,41,2018-07-15,1
562,8062,31,2018-08-05,0
563,3584,87,2016-07-03,1
564,1952,15,2012-11-04,0
565,3885,90,2013-01-06,1
566,2602,15,2017-07-09,0
567,2048,80,2013-07-14,0
568,8108,66,2015-11-29,0
569,1289,13,2018-10-07,0
570,7477,79,2017-03-26,0
571,7200,17,2018-04-22,0
572,9495,81,2016-04-10,0
573,7915,3,2015-12-27,1
574,4682,63,2012-12-09,1
575,5990,100,2018-05-27,0
576,5669,85,2015-10-04,0
577,9528,56,2016-04-24,1
578,1422,85,2014-05-25,0
579,6941,21,2013-05-26,0
580,5622,15,2013-12-22,0
581,1796,15,2017-06-18,1
582,1370,86,2014-03-30,1
583,8963,13,2012-05-20,0
584,6245,25,2014-04-13,1
585,8149,3,2014-07-20,1
586,5118,39,2016-01-03,0
587,9999,98,2014-04-20,1
588,8259,26,2015-10-11,0
589,8189,82,2018-09-30,1
590,2774,72,2016-04-10,0
591,9412,44,2014-07-27,0
592,1329,9,2012-04-29,1
593,4378,65,2018-11-11,0
594,3570,29,2019-01-27,1
595,2354,76,2014-04-20,1
596,1913,56,2013-07-28,0
597,8627,73,2018-04-22,0
598,9280,5,2016-07-03,0
599,4725,41,2017-03-26,0
600,9658,81,2012-12-23,1
601,6130,42,2013-08-25,0
602,7118,66,2015-05-10,1
603,7204,37,2018-07-15,1
604,638,8,2017-04-09,0
605,1791,21,2017-11-26,1
606,5867,2,2018-10-14,0
607,5697,26,2013-10-13,0
608,871,42,2018-03-25,1
609,9871,86,2018-02-18,0
610,8915,43,2017-08-27,0
611,728,47,2012-02-05,1
612,6095,3,2014-08-24,1
613,2428,17,2012-04-08,1
614,7103,38,2019-01-27,0
615,1684,49,2017-05-28,1
616,6238,59,2019-03-03,1
617,5937,57,2016-07-03,1
618,2645,78,2013-09-15,0
619,4205,25,2014-10-12,1
620,1903,13,2018-07-29,0
621,315,0,2018-07-29,0
622,6684,85,2018-02-11,0
623,8111,94,2013-10-20,0
624,3554,10,2015-03-15,0
625,1686,90,2018-03-18,0
626,9698,54,2014-01-19,1
627,1055,76,2015-03-01,1
628,4234,21,2016-02-14,1
629,4522,79,2014-09-28,0
630,6712,89,2018-03-11,0
631,6496,88,2014-04-06,0
632,9433,93,2019-02-24,0
633,7303,20,2014-06-08,0
634,9673,28,2012-02-05,0
635,8750,5,2018-09-09,1
636,818,54,2016-06-26,1
637,8319,55,2015-09-06,0
638,4650,59,2012-03-25,1
639,5335,84,2017-07-16,0
640,1002,45,2015-07-12,0
641,350,73,2013-11-10,1
642,5775,3,2014-02-16,1
643,4554,33,2016-11-20,1
644,6101,44,2018-02-11,1
645,2694,95,2015-02-22,1
646,8734,80,2013-04-28,0
647,461,73,2016-12-18,0
648,7498,49,2014-06-22,0
649,6113,60,2015-07-05,0
650,4101,49,2012-02-26,0
651,8264,27,2014-03-02,1
652,5023,95,2014-04-27,1
653,4058,87,2016-02-14,0
654,4225,54,2016-10-23,0
655,9060,31,2013-06-16,1
656,6888,11,2015-11-22,0
657,1516,94,2012-08-26,1
658,9213,68,2017-11-19,0
659,5041,8,2016-01-31,1
660,9161,84,2014-06-08,0
661,330,41,2012-12-23,1
662,7114,22,2017-05-14,0
663,9831,54,2018-07-01,1
664,3472,15,2014-04-27,1
665,6404,30,2013-03-31,0
666,4125,57,2014-04-20,1
667,2899,43,2016-08-21,1
668,1680,54,2017-11-05,0
669,5541,63,2017-07-30,0
670,15,95,2019-01-13,1
671,9430,32,2016-02-21,1
672,4064,61,2012-02-19,0
673,882,51,2016-10-09,0
674,7756,9,2014-07-20,1
675,8102,90,2013-11-24,1
676,3194,84,2015-06-14,0
677,4733,75,2015-05-03,0
678,3957,28,2019-01-20,1
679,8367,64,2015-03-01,0
680,6712,61,2018-02-11,1
681,8560,56,2014-11-09,0
682,1427,10,2016-01-31,1
683,4126,25,2017-01-08,1
684,1816,63,2017-10-15,0
685,9864,54,2018-11-18,1
686,1405,34,2016-11-13,1
687,7972,45,2017-09-17,0
688,8841,64,2015-11-08,0
689,7472,2,2017-05-28,1
690,9044,83,2013-02-24,1
691,4013,48,2018-07-29,1
692,9483,35,2018-05-06,1
693,436,26,2012-03-18,0
694,333,84,2017-01-08,1
695,6495,23,2017-09-03,1
696,6777,87,2014-06-08,1
697,8768,73,2012-05-27,1
698,2148,70,2012-10-21,1
699,5459,16,2012-12-09,1
700,396,28,2015-12-06,0
701,3552,75,2013-02-10,1
702,7054,4,2016-01-31,0
703,9258,26,2012-02-19,0
704,6852,17,2016-10-30,0
705,9150,39,2013-09-22,0
706,2693,69,2013-06-23,1
707,7754,55,2018-04-29,1
708,9430,23,2013-08-04,1
709,5718,35,2016-08-07,0
710,4520,70,2016-10-16,0
711,5842,17,2015-03-15,1
712,4080,56,2013-09-15,1
713,6079,86,2012-04-15,0
714,7215,26,2012-01-29,0
715,9710,78,2012-08-26,1
716,6646,51,2014-04-13,0
717,2790,72,2014-04-20,1
718,3881,7,2018-12-09,1
719,6010,82,2017-10-15,0
720,4574,97,2012-01-29,1
721,8771,18,2018-01-28,0
722,835,23,2013-12-08,1
723,927,13,2013-04-21,0
724,4311,64,2018-05-20,0
725,4091,52,2017-12-17,1
726,457,53,2017-07-16,0
727,6251,5,2016-10-09,0
728,9948,19,2016-12-18,1
729,4870,89,2016-09-04,1
730,7262,92,2018-02-11,1
731,5230,41,2012-05-13,1
732,1997,44,2012-08-12,0
733,4298,32,2012-09-09,1
734,6163,10,2017-11-19,0
735,3289,94,2014-08-10,0
736,9963,40,2017-07-16,0
737,4095,78,2018-05-20,1
738,6777,88,2014-10-19,0
739,1806,58,2012-01-15,0
740,4423,25,2017-01-22,0
741,5047,98,2015-07-05,0
742,6219,34,2018-09-16,0
743,8059,96,2017-02-26,1
744,9013,25,2018-05-20,0
745,9745,74,2013-07-28,0
746,1641,15,2018-03-25,1
747,7834,83,2018-10-28,1
748,4236,24,2015-04-05,0
749,4728,3,2016-01-03,1
750,8603,12,2012-10-21,0
751,5403,29,2018-07-15,1
752,2117,44,2012-04-01,0
753,2822,70,2014-06-08,0
754,5189,82,2014-08-03,0
755,2997,36,2018-09-23,1
756,3628,87,2014-08-24,1
757,170,18,2013-04-21,1
758,7843,91,2016-01-03,1
759,4180,85,2018-02-18,0
760,3029,19,2018-04-08,0
761,164,41,2015-04-05,0
762,8290,24,2016-01-31,1
763,5003,64,2012-11-11,1
764,5659,35,2017-06-11,0
765,218,62,2019-02-24,0
766,5229,83,2015-08-16,1
767,4761,77,2019-02-24,1
768,1256,99,2012-01-01,0
769,2936,28,2015-07-12,0
770,6590,4,2016-10-16,0
771,178,28,2014-03-16,1
772,9448,3,2014-03-23,1
773,5389,62,2017-06-18,1
774,2861,18,2012-09-02,1
775,3792,56,2013-04-14,1
776,5632,28,2014-05-04,1
777,3397,97,2016-05-08,1
778,9347,50,2017-01-22,1
779,8532,71,2017-05-07,1
780,6840,21,2013-09-08,1
781,6939,20,2014-11-23,1
782,2790,73,2017-06-04,0
783,4877,56,2015-11-08,1
784,5707,22,2012-04-15,1
785,1629,96,2016-11-27,1
786,1885,14,2017-09-10,0
787,2826,60,2015-04-26,0
788,3016,27,2016-05-01,1
789,2380,41,2015-03-01,0
790,9725,24,2013-08-25,1
791,9964,96,2017-03-19,0
792,7281,13,2018-11-04,0
793,3242,75,2017-08-13,1
794,6032,59,2016-10-02,1
795,5407,90,2012-09-30,1
796,4827,87,2014-08-24,0
797,5194,36,2015-07-12,1
798,7370,89,2015-09-13,0
799,175,77,2017-03-12,1
800,8267,9,2014-06-15,1
801,868,76,2014-09-28,1
802,363,46,2013-02-17,1
803,6289,88,2018-12-23,1
804,467,21,2019-02-03,1
805,6230,95,2015-11-22,1
806,2685,68,2016-11-27,1
807,5798,61,2012-01-08,1
808,7203,73,2015-04-05,1
809,8492,19,2014-01-19,0
810,7643,54,2014-12-14,0
811,6526,56,2012-07-08,0
812,6464,78,2014-05-25,1
813,7878,97,2013-10-06,0
814,6375,50,2015-11-08,0
815,7834,93,2012-08-12,1
816,342,36,2012-03-04,0
817,2005,72,2014-06-22,0
818,750,96,2018-06-17,1
819,7910,29,2017-08-13,0
820,5389,68,2013-07-14,1
821,2820,74,2018-04-15,1
822,677,68,2015-12-27,1
823,5262,9,2016-06-12,0
824,6068,78,2015-05-10,0
825,6058,69,2018-12-09,0
826,8795,41,2013-12-29,1
827,2838,10,2015-06-07,1
828,7113,60,2016-06-05,0
829,9003,93,2015-06-28,1
830,774,90,2012-07-15,1
831,2004,86,2013-12-29,1
832,2133,53,2019-02-24,1
833,7698,21,2012-12-09,0
834,6324,46,2014-01-12,0
835,3365,41,2018-01-28,0
836,4908,96,2015-10-04,0
837,766,8,2019-01-06,1
838,4794,66,2013-10-13,1
839,9858,48,2018-10-07,1
840,6381,19,2016-10-23,0
841,6778,50,2015-08-30,0
842,2710,44,2017-08-13,0
843,1252,31,2015-09-20,0
844,9057,5,2015-07-19,0
845,2098,65,2016-03-13,1
846,30,58,2017-09-03,1
847,4617,34,2012-03-11,0
848,8065,4,2012-09-16,1
849,7471,26,2016-05-01,1
850,1807,68,2012-04-22,0
851,6530,15,2012-04-01,1
852,7789,55,2017-02-12,0
853,4314,12,2015-12-06,0
854,4443,65,2015-04-26,1
855,4972,67,2018-09-16,1
856,2859,71,2014-11-16,0
857,7771,74,2018-02-11,1
858,6850,97,2012-11-11,0
859,6056,92,2012-06-03,0
860,3482,21,2016-07-10,1
861,3396,62,2014-03-23,1
862,4280,78,2018-04-15,1
863,2249,48,2016-08-21,0
864,1115,3,2013-09-22,0
865,7313,13,2013-01-13,1
866,441,40,2016-09-25,0
867,6112,87,2014-07-27,1
868,8500,54,2016-04-17,1
869,2090,42,2013-01-27,1
870,2945,51,2016-06-26,0
871,8838,14,2012-02-26,1
872,5264,16,2012-04-08,1
873,4875,71,2012-12-23,0
874,6959,77,2017-04-16,0
875,1499,13,2017-11-26,1
876,3288,66,2015-10-11,0
877,5644,44,2014-03-02,1
878,8525,16,2018-02-04,1
879,8630,6,2018-11-11,0
